timestamp,object_detected,object_type,distance_camera,object_detected_lidar,distance_lidar,direction,object_speed,distance_radar,latitude,longitude
2023-01-01 00:00:00,False,pedestrian,46.633828550480374,True,33.46065502369905,left,6.869241183107356,34.20130170942387,-16.661214840995797,109.23453665797445
2023-01-01 00:00:10,False,sign,35.06051957965764,False,25.25088711632267,left,62.751373219342376,19.206193954622123,50.10473640576444,-107.18902209840425
2023-01-01 00:00:20,False,car,34.683629909108745,True,37.23116268735957,right,85.94804811387408,12.721263618233191,-33.52025219538139,121.73648375957163
2023-01-01 00:00:30,False,car,25.658759883712158,True,46.99688780884411,front,98.66573959783815,12.218037923511247,-53.344487930420115,-148.91446940438234
2023-01-01 00:00:40,True,none,44.764309719038714,False,48.652718767579664,right,31.447935964815233,43.020631424108664,69.69580996125649,137.35165445793683
2023-01-01 00:00:50,True,none,35.51475572691976,False,22.597246974869975,rear,68.21718202181516,43.024702382808975,-78.758072329404,-175.83559889483382
2023-01-01 00:01:00,True,pedestrian,46.356007406595644,False,14.155148028758726,rear,4.407031885030499,23.067442080069313,89.44478728827602,-111.59123898072689
2023-01-01 00:01:10,True,none,5.582440017186842,True,8.086292158553999,right,4.9905053428620505,43.050214175586056,49.6830794908912,-105.9751537410962
2023-01-01 00:01:20,True,none,15.494789539289476,False,47.582446993428476,right,27.485568380633595,38.72776045871489,35.56771420126752,-8.08022982851611
2023-01-01 00:01:30,False,pedestrian,7.102692136457174,True,30.927109889935377,rear,40.56283301971073,30.885095312892112,37.532302322091496,-47.696350323131895
2023-01-01 00:01:40,True,pedestrian,40.23403518991593,True,7.775533274501062,rear,96.714789081311,18.556891742585336,61.896275041470716,7.308681639135898
2023-01-01 00:01:50,True,sign,21.660822042335578,False,17.18707553960996,front,52.95936577023759,37.62672474919344,7.061749195379591,126.85445758372128
2023-01-01 00:02:00,True,car,44.87608666086987,False,14.737936627168693,front,19.98660840011931,32.1343951916372,34.03695406734492,143.78773463188713
2023-01-01 00:02:10,False,car,42.0123570448996,False,17.39844044915337,front,98.43446098772334,48.94394093379873,8.694810116301866,7.115268601690104
2023-01-01 00:02:20,True,sign,15.537257144268734,False,49.573560581753235,right,16.1630769030767,17.783243840236715,-39.495500412949525,-31.455380971631797
2023-01-01 00:02:30,False,pedestrian,47.44086115654088,False,40.7272477522397,front,3.6364774302193537,47.41137915482366,43.56267528693647,6.902312050570913
2023-01-01 00:02:40,False,pedestrian,34.456430826395525,False,28.543512239848386,front,32.37880482394272,39.89069125733843,-47.76184191255476,-174.2661260860814
2023-01-01 00:02:50,True,sign,23.008113995603786,False,47.092561091492534,left,3.4578973621400055,34.865574743211155,-67.24025020175036,-74.29564220389985
2023-01-01 00:03:00,True,pedestrian,41.55554205923736,True,21.004645271381516,left,43.42558934764899,20.131438206210703,-27.430179440071008,-167.89620618953586
2023-01-01 00:03:10,False,pedestrian,41.537466675912874,False,30.868234045222565,right,22.674335354460872,16.052962658495435,-72.91787474036022,-125.49079030661255
2023-01-01 00:03:20,False,none,7.012929341680687,True,42.7186629893367,front,17.40227914581328,32.68949978331159,-49.57187238601881,135.1811787887396
2023-01-01 00:03:30,True,sign,23.0696170872422,True,34.07996545809243,right,22.43122845133193,42.64833454918091,-5.699995316171709,-96.61751319507138
2023-01-01 00:03:40,False,pedestrian,36.43313794756198,True,27.884898838765746,left,84.46968392210381,49.17326934844466,83.04601682099593,158.29192489735124
2023-01-01 00:03:50,False,sign,9.031507917499464,True,24.187869313938464,left,88.01548854544069,18.08971619804716,51.4190886093169,-148.12968254505395
2023-01-01 00:04:00,True,car,47.20282499739312,True,34.86484849722776,right,97.88368102050437,47.72569393586959,-32.18839426173867,-95.33811245480251
2023-01-01 00:04:10,False,car,46.217402633147124,False,39.41816558066018,right,61.371265241465586,26.43968244103208,35.89535388045829,0.18907136379920075
2023-01-01 00:04:20,True,sign,5.137378285039246,True,28.709369553790296,front,19.590538101076792,44.06995446355703,76.27136648954661,8.081236476027215
2023-01-01 00:04:30,True,none,11.755490738121829,False,49.54833445187135,front,69.63498629041945,10.370133566171326,-30.576642369196342,42.25477380227349
2023-01-01 00:04:40,False,car,42.38965322558168,False,38.100100390428935,rear,80.95944515451859,30.344802214733168,-49.84536531531482,-116.94318438108326
2023-01-01 00:04:50,False,car,44.599517724970624,False,12.597476437776894,front,0.8369046458087337,14.446090481364408,81.49477723796747,-170.02131216801067
2023-01-01 00:05:00,True,pedestrian,47.26762668178477,True,27.00182945450022,left,92.18455296174406,9.8229554878561,-5.758471071459155,-4.675450909383841
2023-01-01 00:05:10,True,none,13.106186510661207,True,39.12706144673417,right,82.79757778219556,35.62319176104728,17.697282861801938,161.90507822359518
2023-01-01 00:05:20,False,car,25.168274064623915,False,42.16737082964743,rear,34.1421223599094,7.543310631235851,-86.80815105280645,-11.295282285593316
2023-01-01 00:05:30,False,pedestrian,23.295769710756243,False,23.01104385148045,rear,69.46138427041902,12.327382129854318,-51.353660449870624,-81.75341287131151
2023-01-01 00:05:40,True,none,10.323131059865885,False,33.13638804968719,front,27.494467284742797,29.40480426425001,-12.522670435576472,103.54417135722827
2023-01-01 00:05:50,True,pedestrian,11.723279378265381,False,34.15333201440116,rear,83.2068247142953,7.364026620368864,41.8840460991382,-131.83867643983746
2023-01-01 00:06:00,True,pedestrian,10.434032163685773,True,18.487866696187805,right,47.65323693845568,15.0659747474007,-1.732532568558625,150.0827255628808
2023-01-01 00:06:10,True,pedestrian,23.960625078972253,True,49.22922715044439,left,90.2105271754815,45.27766032494462,-83.15548199999577,-75.18972418006769
2023-01-01 00:06:20,False,car,34.70461743070386,True,44.65474554877888,front,19.18858911078216,21.015905574159735,-76.86197244078,90.61496239500417
2023-01-01 00:06:30,False,sign,15.388588255229775,True,44.47658832629947,rear,1.3122559882425167,28.854082414777015,82.62943438316361,102.72421795127548
2023-01-01 00:06:40,True,sign,14.719628700842149,False,29.11245991157373,left,86.67395633416335,6.212457750433894,-30.781024045553742,104.46474965955167
2023-01-01 00:06:50,False,car,39.13744364888169,False,29.149209026820763,right,43.62537714368524,32.95182257094076,78.57074667029264,-73.11173591776699
2023-01-01 00:07:00,True,sign,33.591368539371715,True,18.27147553191787,right,96.57489526037956,7.073501667338178,54.765519995280386,129.37720667134272
2023-01-01 00:07:10,True,car,23.55029571923162,False,41.762241771153185,front,91.5682883932299,16.822482130922992,-66.43768383465878,178.5778125132437
2023-01-01 00:07:20,True,pedestrian,21.939141433495227,True,12.523538336976276,right,7.445546599901586,6.21193763587854,-9.695026125198083,-77.36799415563678
2023-01-01 00:07:30,True,pedestrian,26.8389696307415,False,35.08761110647245,front,53.25618821734419,12.998346885251976,37.89369696505712,-124.27007933324279
2023-01-01 00:07:40,True,sign,5.811951867397555,True,41.4247955781577,right,65.33545579628866,36.5679701871107,85.84238595902437,67.56401671324818
2023-01-01 00:07:50,True,pedestrian,26.388385870957542,False,10.86846183986409,left,94.6760626587326,30.35625234570478,-25.678602622574076,-57.17419561932124
2023-01-01 00:08:00,False,none,44.67873545117005,False,45.685831237007505,rear,3.669912566503153,5.179302300367777,11.56267149496908,117.3059563907351
2023-01-01 00:08:10,False,pedestrian,5.734459143249692,False,8.217990059667152,left,52.72932820330251,21.423950033985083,-60.655778225671305,-158.04741672959562
2023-01-01 00:08:20,True,pedestrian,39.738881217085066,False,38.863360165221906,left,18.2510222203638,5.48640656925994,-31.642668340484512,177.9909930146922
2023-01-01 00:08:30,False,pedestrian,23.23489818487179,False,5.688960192843611,left,65.44954907488787,5.482556850955427,-59.550122335384756,159.40794891850078
2023-01-01 00:08:40,False,pedestrian,13.028739299253662,False,18.660086194683302,front,98.19670919007945,49.31283872188853,67.5126974104046,3.0091590244745703
2023-01-01 00:08:50,False,car,38.60275217521595,False,28.43419788110924,rear,70.29556571638899,33.36993804839889,7.157780426889715,-114.95340851149635
2023-01-01 00:09:00,True,car,17.535482769608976,False,24.8813774555999,rear,73.76857518765249,25.85847446099008,47.01470920900891,119.92735933460528
2023-01-01 00:09:10,False,car,13.93050575315339,True,24.39762226779827,rear,98.21253936380866,45.683874393463405,11.59226398361153,-94.73955243368354
2023-01-01 00:09:20,True,car,22.927864692770523,False,28.469198876167628,right,92.1967649663183,32.405406069224014,60.11190090679463,43.187993136812025
2023-01-01 00:09:30,True,pedestrian,40.84466559890033,True,42.42610986434476,right,2.082836479339134,39.3773476669352,-48.862642949064806,23.175015433631955
2023-01-01 00:09:40,True,car,11.897370846192246,False,18.202652670394368,front,11.327778775068598,27.5059657705428,14.704134808534661,22.97765981490204
2023-01-01 00:09:50,True,pedestrian,49.59380162057717,True,20.4215296037183,front,95.10597024745063,24.249692943549956,21.005209930860957,25.200046390222923
